CSDUID,CSD,Period,IndicatorSummaryDescription,Gender,UnitOfMeasure,OriginalValue
4817078,Manning,1981,Participation Rate,Female,,0.47400
4817078,Manning,1986,Participation Rate,Female,,0.55600
4817078,Manning,1991,Participation Rate,Female,,0.57100
4817078,Manning,1996,Participation Rate,Female,,0.53800
4817078,Manning,2001,Participation Rate,Female,,0.62200
4817078,Manning,2006,Participation Rate,Female,,0.70400
4817078,Manning,2011,Participation Rate,Female,,0.60000
4817078,Manning,2016,Participation Rate,Female,,0.60500
4817078,Manning,2021,Participation Rate,Female,,0.61000
4817078,Manning,1981,Participation Rate,Male,,0.73400
4817078,Manning,1986,Participation Rate,Male,,0.70500
4817078,Manning,1991,Participation Rate,Male,,0.66700
4817078,Manning,1996,Participation Rate,Male,,0.77300
4817078,Manning,2001,Participation Rate,Male,,0.79400
4817078,Manning,2006,Participation Rate,Male,,0.77400
4817078,Manning,2011,Participation Rate,Male,,0.79800
4817078,Manning,2016,Participation Rate,Male,,0.76700
4817078,Manning,2021,Participation Rate,Male,,0.75000
4817078,Manning,1981,Participation Rate,Both,,0.60000
4817078,Manning,1986,Participation Rate,Both,,0.62500
4817078,Manning,1991,Participation Rate,Both,,0.62500
4817078,Manning,1996,Participation Rate,Both,,0.65800
4817078,Manning,2001,Participation Rate,Both,,0.71100
4817078,Manning,2006,Participation Rate,Both,,0.73800
4817078,Manning,2011,Participation Rate,Both,,0.70000
4817078,Manning,2016,Participation Rate,Both,,0.67600
4817078,Manning,2021,Participation Rate,Both,,0.68000
4817078,Manning,1981,Unemployment Rate,Female,,0.05700
4817078,Manning,1986,Unemployment Rate,Female,,0.13300
4817078,Manning,1991,Unemployment Rate,Female,,0.10400
4817078,Manning,1996,Unemployment Rate,Female,,0.12000
4817078,Manning,2001,Unemployment Rate,Female,,0.03300
4817078,Manning,2006,Unemployment Rate,Female,,0.02600
4817078,Manning,2011,Unemployment Rate,Female,,0.00000
4817078,Manning,2016,Unemployment Rate,Female,,0.05800
4817078,Manning,2021,Unemployment Rate,Female,,0.11000
4817078,Manning,1981,Unemployment Rate,Male,,0.03400
4817078,Manning,1986,Unemployment Rate,Male,,0.14500
4817078,Manning,1991,Unemployment Rate,Male,,0.14300
4817078,Manning,1996,Unemployment Rate,Male,,0.04000
4817078,Manning,2001,Unemployment Rate,Male,,0.03900
4817078,Manning,2006,Unemployment Rate,Male,,0.03700
4817078,Manning,2011,Unemployment Rate,Male,,0.00000
4817078,Manning,2016,Unemployment Rate,Male,,0.13600
4817078,Manning,2021,Unemployment Rate,Male,,0.06000
4817078,Manning,1981,Unemployment Rate,Both,,0.04301
4817078,Manning,1986,Unemployment Rate,Both,,0.14000
4817078,Manning,1991,Unemployment Rate,Both,,0.12400
4817078,Manning,1996,Unemployment Rate,Both,,0.06400
4817078,Manning,2001,Unemployment Rate,Both,,0.03600
4817078,Manning,2006,Unemployment Rate,Both,,0.03800
4817078,Manning,2011,Unemployment Rate,Both,,0.01600
4817078,Manning,2016,Unemployment Rate,Both,,0.10300
4817078,Manning,2021,Unemployment Rate,Both,,0.08000
4817078,Manning,1981,Employment Rate,Female,,0.46053
4817078,Manning,1986,Employment Rate,Female,,0.49383
4817078,Manning,1991,Employment Rate,Female,,0.51190
4817078,Manning,1996,Employment Rate,Female,,0.48387
4817078,Manning,2001,Employment Rate,Female,,0.61224
4817078,Manning,2006,Employment Rate,Female,,0.67593
4817078,Manning,2011,Employment Rate,Female,,0.57800
4817078,Manning,2016,Employment Rate,Female,,0.55800
4817078,Manning,2021,Employment Rate,Female,,0.55000
4817078,Manning,1981,Employment Rate,Male,,0.70886
4817078,Manning,1986,Employment Rate,Male,,0.58974
4817078,Manning,1991,Employment Rate,Male,,0.55952
4817078,Manning,1996,Employment Rate,Male,,0.74227
4817078,Manning,2001,Employment Rate,Male,,0.76289
4817078,Manning,2006,Employment Rate,Male,,0.74528
4817078,Manning,2011,Employment Rate,Male,,0.79800
4817078,Manning,2016,Employment Rate,Male,,0.66300
4817078,Manning,2021,Employment Rate,Male,,0.70000
4817078,Manning,1981,Employment Rate,Both,,0.58710
4817078,Manning,1986,Employment Rate,Both,,0.54088
4817078,Manning,1991,Employment Rate,Both,,0.54762
4817078,Manning,1996,Employment Rate,Both,,0.61579
4817078,Manning,2001,Employment Rate,Both,,0.68600
4817078,Manning,2006,Employment Rate,Both,,0.71000
4817078,Manning,2011,Employment Rate,Both,,0.68300
4817078,Manning,2016,Employment Rate,Both,,0.60700
4817078,Manning,2021,Employment Rate,Both,,0.62000
4817093,High Level,1981,Participation Rate,Female,,0.71500
4817093,High Level,1986,Participation Rate,Female,,0.67400
4817093,High Level,1991,Participation Rate,Female,,0.76200
4817093,High Level,1996,Participation Rate,Female,,0.77600
4817093,High Level,2001,Participation Rate,Female,,0.78700
4817093,High Level,2006,Participation Rate,Female,,0.73000
4817093,High Level,2011,Participation Rate,Female,,0.80400
4817093,High Level,2016,Participation Rate,Female,,0.81300
4817093,High Level,2021,Participation Rate,Female,,0.75000
4817093,High Level,1981,Participation Rate,Male,,0.90700
4817093,High Level,1986,Participation Rate,Male,,0.92900
4817093,High Level,1991,Participation Rate,Male,,0.91600
4817093,High Level,1996,Participation Rate,Male,,0.94100
4817093,High Level,2001,Participation Rate,Male,,0.88700
4817093,High Level,2006,Participation Rate,Male,,0.88900
4817093,High Level,2011,Participation Rate,Male,,0.91100
4817093,High Level,2016,Participation Rate,Male,,0.84400
4817093,High Level,2021,Participation Rate,Male,,0.83000
4817093,High Level,1981,Participation Rate,Both,,0.81457
4817093,High Level,1986,Participation Rate,Both,,0.81800
4817093,High Level,1991,Participation Rate,Both,,0.84600
4817093,High Level,1996,Participation Rate,Both,,0.86200
4817093,High Level,2001,Participation Rate,Both,,0.84500
4817093,High Level,2006,Participation Rate,Both,,0.81100
4817093,High Level,2011,Participation Rate,Both,,0.85700
4817093,High Level,2016,Participation Rate,Both,,0.83300
4817093,High Level,2021,Participation Rate,Both,,0.79000
4817093,High Level,1981,Unemployment Rate,Female,,0.06500
4817093,High Level,1986,Unemployment Rate,Female,,0.07400
4817093,High Level,1991,Unemployment Rate,Female,,0.02900
4817093,High Level,1996,Unemployment Rate,Female,,0.03700
4817093,High Level,2001,Unemployment Rate,Female,,0.02200
4817093,High Level,2006,Unemployment Rate,Female,,0.03400
4817093,High Level,2011,Unemployment Rate,Female,,0.06800
4817093,High Level,2016,Unemployment Rate,Female,,0.04400
4817093,High Level,2021,Unemployment Rate,Female,,0.08000
4817093,High Level,1981,Unemployment Rate,Male,,0.04400
4817093,High Level,1986,Unemployment Rate,Male,,0.06700
4817093,High Level,1991,Unemployment Rate,Male,,0.05400
4817093,High Level,1996,Unemployment Rate,Male,,0.07800
4817093,High Level,2001,Unemployment Rate,Male,,0.02600
4817093,High Level,2006,Unemployment Rate,Male,,0.02000
4817093,High Level,2011,Unemployment Rate,Male,,0.05300
4817093,High Level,2016,Unemployment Rate,Male,,0.06200
4817093,High Level,2021,Unemployment Rate,Male,,0.08000
4817093,High Level,1981,Unemployment Rate,Both,,0.04878
4817093,High Level,1986,Unemployment Rate,Both,,0.06600
4817093,High Level,1991,Unemployment Rate,Both,,0.04300
4817093,High Level,1996,Unemployment Rate,Both,,0.05900
4817093,High Level,2001,Unemployment Rate,Both,,0.02400
4817093,High Level,2006,Unemployment Rate,Both,,0.02800
4817093,High Level,2011,Unemployment Rate,Both,,0.05800
4817093,High Level,2016,Unemployment Rate,Both,,0.05500
4817093,High Level,2021,Unemployment Rate,Both,,0.09000
4817093,High Level,1981,Employment Rate,Female,,0.66887
4817093,High Level,1986,Employment Rate,Female,,0.62983
4817093,High Level,1991,Employment Rate,Female,,0.73481
4817093,High Level,1996,Employment Rate,Female,,0.74762
4817093,High Level,2001,Employment Rate,Female,,0.77447
4817093,High Level,2006,Employment Rate,Female,,0.70175
4817093,High Level,2011,Employment Rate,Female,,0.75300
4817093,High Level,2016,Employment Rate,Female,,0.77800
4817093,High Level,2021,Employment Rate,Female,,0.69000
4817093,High Level,1981,Employment Rate,Male,,0.86755
4817093,High Level,1986,Employment Rate,Male,,0.86667
4817093,High Level,1991,Employment Rate,Male,,0.86700
4817093,High Level,1996,Employment Rate,Male,,0.87215
4817093,High Level,2001,Employment Rate,Male,,0.86328
4817093,High Level,2006,Employment Rate,Male,,0.87153
4817093,High Level,2011,Employment Rate,Male,,0.86300
4817093,High Level,2016,Employment Rate,Male,,0.79200
4817093,High Level,2021,Employment Rate,Male,,0.75000
4817093,High Level,1981,Employment Rate,Both,,0.76821
4817093,High Level,1986,Employment Rate,Both,,0.76108
4817093,High Level,1991,Employment Rate,Both,,0.80679
4817093,High Level,1996,Employment Rate,Both,,0.81119
4817093,High Level,2001,Employment Rate,Both,,0.82200
4817093,High Level,2006,Employment Rate,Both,,0.78800
4817093,High Level,2011,Employment Rate,Both,,0.80700
4817093,High Level,2016,Employment Rate,Both,,0.78700
4817093,High Level,2021,Employment Rate,Both,,0.72000
4817817,Jean Baptiste Gambler 183,1981,Participation Rate,Female,,0.00000
4817817,Jean Baptiste Gambler 183,1986,Participation Rate,Female,,0.20000
4817817,Jean Baptiste Gambler 183,1991,Participation Rate,Female,,0.00000
4817817,Jean Baptiste Gambler 183,1996,Participation Rate,Female,,0.28600
4817817,Jean Baptiste Gambler 183,2006,Participation Rate,Female,,0.23100
4817817,Jean Baptiste Gambler 183,2011,Participation Rate,Female,,0.31200
4817817,Jean Baptiste Gambler 183,2016,Participation Rate,Female,,0.25000
4817817,Jean Baptiste Gambler 183,2021,Participation Rate,Female,,0.21000
4817817,Jean Baptiste Gambler 183,1981,Participation Rate,Male,,0.85700
4817817,Jean Baptiste Gambler 183,1986,Participation Rate,Male,,0.50000
4817817,Jean Baptiste Gambler 183,1991,Participation Rate,Male,,0.33300
4817817,Jean Baptiste Gambler 183,1996,Participation Rate,Male,,0.42900
4817817,Jean Baptiste Gambler 183,2006,Participation Rate,Male,,0.56200
4817817,Jean Baptiste Gambler 183,2011,Participation Rate,Male,,0.40900
4817817,Jean Baptiste Gambler 183,2016,Participation Rate,Male,,0.47600
4817817,Jean Baptiste Gambler 183,2021,Participation Rate,Male,,0.28000
4817817,Jean Baptiste Gambler 183,1981,Participation Rate,Both,,0.75000
4817817,Jean Baptiste Gambler 183,1986,Participation Rate,Both,,0.36400
4817817,Jean Baptiste Gambler 183,1991,Participation Rate,Both,,0.33300
4817817,Jean Baptiste Gambler 183,1996,Participation Rate,Both,,0.33300
4817817,Jean Baptiste Gambler 183,2006,Participation Rate,Both,,0.41400
4817817,Jean Baptiste Gambler 183,2011,Participation Rate,Both,,0.36800
4817817,Jean Baptiste Gambler 183,2016,Participation Rate,Both,,0.37800
4817817,Jean Baptiste Gambler 183,2021,Participation Rate,Both,,0.25000
4817817,Jean Baptiste Gambler 183,1981,Unemployment Rate,Female,,0.00000
4817817,Jean Baptiste Gambler 183,1986,Unemployment Rate,Female,,1.00000
4817817,Jean Baptiste Gambler 183,1991,Unemployment Rate,Female,,0.00000
4817817,Jean Baptiste Gambler 183,1996,Unemployment Rate,Female,,0.00000
4817817,Jean Baptiste Gambler 183,2006,Unemployment Rate,Female,,0.00000
4817817,Jean Baptiste Gambler 183,2011,Unemployment Rate,Female,,0.00000
4817817,Jean Baptiste Gambler 183,2016,Unemployment Rate,Female,,0.00000
4817817,Jean Baptiste Gambler 183,2021,Unemployment Rate,Female,,0.00000
4817817,Jean Baptiste Gambler 183,1981,Unemployment Rate,Male,,0.00000
4817817,Jean Baptiste Gambler 183,1986,Unemployment Rate,Male,,0.33300
4817817,Jean Baptiste Gambler 183,1991,Unemployment Rate,Male,,0.00000
4817817,Jean Baptiste Gambler 183,1996,Unemployment Rate,Male,,0.00000
4817817,Jean Baptiste Gambler 183,2006,Unemployment Rate,Male,,0.55600
4817817,Jean Baptiste Gambler 183,2011,Unemployment Rate,Male,,0.22200
4817817,Jean Baptiste Gambler 183,2016,Unemployment Rate,Male,,0.20000
4817817,Jean Baptiste Gambler 183,2021,Unemployment Rate,Male,,0.00000
4817817,Jean Baptiste Gambler 183,1981,Unemployment Rate,Both,,0.00000
4817817,Jean Baptiste Gambler 183,1986,Unemployment Rate,Both,,0.25000
4817817,Jean Baptiste Gambler 183,1991,Unemployment Rate,Both,,0.50000
4817817,Jean Baptiste Gambler 183,1996,Unemployment Rate,Both,,0.40000
4817817,Jean Baptiste Gambler 183,2006,Unemployment Rate,Both,,0.50000
4817817,Jean Baptiste Gambler 183,2011,Unemployment Rate,Both,,0.21400
4817817,Jean Baptiste Gambler 183,2016,Unemployment Rate,Both,,0.21400
4817817,Jean Baptiste Gambler 183,2021,Unemployment Rate,Both,,0.00000
4817817,Jean Baptiste Gambler 183,1981,Employment Rate,Female,,0.00000
4817817,Jean Baptiste Gambler 183,1986,Employment Rate,Female,,0.20000
4817817,Jean Baptiste Gambler 183,1991,Employment Rate,Female,,0.33333
4817817,Jean Baptiste Gambler 183,1996,Employment Rate,Female,,0.28571
4817817,Jean Baptiste Gambler 183,2006,Employment Rate,Female,,0.15385
4817817,Jean Baptiste Gambler 183,2011,Employment Rate,Female,,0.25000
4817817,Jean Baptiste Gambler 183,2016,Employment Rate,Female,,0.18800
4817817,Jean Baptiste Gambler 183,2021,Employment Rate,Female,,0.21000
4817817,Jean Baptiste Gambler 183,1981,Employment Rate,Male,,0.75000
4817817,Jean Baptiste Gambler 183,1986,Employment Rate,Male,,0.33333
4817817,Jean Baptiste Gambler 183,1991,Employment Rate,Male,,0.33333
4817817,Jean Baptiste Gambler 183,1996,Employment Rate,Male,,0.28571
4817817,Jean Baptiste Gambler 183,2006,Employment Rate,Male,,0.31250
4817817,Jean Baptiste Gambler 183,2011,Employment Rate,Male,,0.36400
4817817,Jean Baptiste Gambler 183,2016,Employment Rate,Male,,0.38100
4817817,Jean Baptiste Gambler 183,2021,Employment Rate,Male,,0.28000
4817817,Jean Baptiste Gambler 183,1981,Employment Rate,Both,,0.75000
4817817,Jean Baptiste Gambler 183,1986,Employment Rate,Both,,0.27273
4817817,Jean Baptiste Gambler 183,1991,Employment Rate,Both,,0.16667
4817817,Jean Baptiste Gambler 183,1996,Employment Rate,Both,,0.20000
4817817,Jean Baptiste Gambler 183,2006,Employment Rate,Both,,0.20700
4817817,Jean Baptiste Gambler 183,2011,Employment Rate,Both,,0.28900
4817817,Jean Baptiste Gambler 183,2016,Employment Rate,Both,,0.29700
4817817,Jean Baptiste Gambler 183,2021,Employment Rate,Both,,0.25000
4817818,Wabasca 166,1996,Participation Rate,Female,,1.00000
4817818,Wabasca 166,2001,Participation Rate,Female,,0.00000
4817818,Wabasca 166,2006,Participation Rate,Female,,0.40000
4817818,Wabasca 166,2011,Participation Rate,Female,,0.40000
4817818,Wabasca 166,2016,Participation Rate,Female,,0.50000
4817818,Wabasca 166,2021,Participation Rate,Female,,0.75000
4817818,Wabasca 166,1996,Participation Rate,Male,,0.00000
4817818,Wabasca 166,2001,Participation Rate,Male,,0.00000
4817818,Wabasca 166,2006,Participation Rate,Male,,0.75000
4817818,Wabasca 166,2011,Participation Rate,Male,,0.60000
4817818,Wabasca 166,2016,Participation Rate,Male,,0.46200
4817818,Wabasca 166,2021,Participation Rate,Male,,0.55000
4817818,Wabasca 166,1996,Participation Rate,Both,,0.40000
4817818,Wabasca 166,2001,Participation Rate,Both,,0.33300
4817818,Wabasca 166,2006,Participation Rate,Both,,0.55600
4817818,Wabasca 166,2011,Participation Rate,Both,,0.45000
4817818,Wabasca 166,2016,Participation Rate,Both,,0.54500
4817818,Wabasca 166,2021,Participation Rate,Both,,0.68000
4817818,Wabasca 166,1996,Unemployment Rate,Female,,0.00000
4817818,Wabasca 166,2001,Unemployment Rate,Female,,0.00000
4817818,Wabasca 166,2006,Unemployment Rate,Female,,0.00000
4817818,Wabasca 166,2011,Unemployment Rate,Female,,0.50000
4817818,Wabasca 166,2016,Unemployment Rate,Female,,0.00000
4817818,Wabasca 166,2021,Unemployment Rate,Female,,0.33000
4817818,Wabasca 166,1996,Unemployment Rate,Male,,0.00000
4817818,Wabasca 166,2001,Unemployment Rate,Male,,0.00000
4817818,Wabasca 166,2006,Unemployment Rate,Male,,0.00000
4817818,Wabasca 166,2011,Unemployment Rate,Male,,0.00000
4817818,Wabasca 166,2016,Unemployment Rate,Male,,0.50000
4817818,Wabasca 166,2021,Unemployment Rate,Male,,0.33000
4817818,Wabasca 166,1996,Unemployment Rate,Both,,0.00000
4817818,Wabasca 166,2001,Unemployment Rate,Both,,0.00000
4817818,Wabasca 166,2006,Unemployment Rate,Both,,0.00000
4817818,Wabasca 166,2011,Unemployment Rate,Both,,0.22200
4817818,Wabasca 166,2016,Unemployment Rate,Both,,0.33300
4817818,Wabasca 166,2021,Unemployment Rate,Both,,0.23000
4817818,Wabasca 166,1996,Employment Rate,Female,,0.00000
4817818,Wabasca 166,2001,Employment Rate,Female,,0.50000
4817818,Wabasca 166,2006,Employment Rate,Female,,0.40000
4817818,Wabasca 166,2011,Employment Rate,Female,,0.30000
4817818,Wabasca 166,2016,Employment Rate,Female,,0.50000
4817818,Wabasca 166,2021,Employment Rate,Female,,0.75000
4817818,Wabasca 166,1996,Employment Rate,Male,,0.00000
4817818,Wabasca 166,2001,Employment Rate,Male,,0.50000
4817818,Wabasca 166,2006,Employment Rate,Male,,0.50000
4817818,Wabasca 166,2011,Employment Rate,Male,,0.50000
4817818,Wabasca 166,2016,Employment Rate,Male,,0.23100
4817818,Wabasca 166,2021,Employment Rate,Male,,0.46000
4817818,Wabasca 166,1996,Employment Rate,Both,,0.40000
4817818,Wabasca 166,2001,Employment Rate,Both,,0.22200
4817818,Wabasca 166,2006,Employment Rate,Both,,0.44400
4817818,Wabasca 166,2011,Employment Rate,Both,,0.40000
4817818,Wabasca 166,2016,Employment Rate,Both,,0.31800
4817818,Wabasca 166,2021,Employment Rate,Both,,0.53000
4817819,Wabasca 166A,1986,Participation Rate,Female,,0.21100
4817819,Wabasca 166A,1991,Participation Rate,Female,,0.18200
4817819,Wabasca 166A,1996,Participation Rate,Female,,0.31000
4817819,Wabasca 166A,2001,Participation Rate,Female,,0.42400
4817819,Wabasca 166A,2006,Participation Rate,Female,,0.61900
4817819,Wabasca 166A,2011,Participation Rate,Female,,0.58700
4817819,Wabasca 166A,2016,Participation Rate,Female,,0.46700
4817819,Wabasca 166A,2021,Participation Rate,Female,,0.66000
4817819,Wabasca 166A,1986,Participation Rate,Male,,0.40900
4817819,Wabasca 166A,1991,Participation Rate,Male,,0.22700
4817819,Wabasca 166A,1996,Participation Rate,Male,,0.55200
4817819,Wabasca 166A,2001,Participation Rate,Male,,0.54800
4817819,Wabasca 166A,2006,Participation Rate,Male,,0.73000
4817819,Wabasca 166A,2011,Participation Rate,Male,,0.71400
4817819,Wabasca 166A,2016,Participation Rate,Male,,0.55000
4817819,Wabasca 166A,2021,Participation Rate,Male,,0.46000
4817819,Wabasca 166A,1986,Participation Rate,Both,,0.33300
4817819,Wabasca 166A,1991,Participation Rate,Both,,0.20500
4817819,Wabasca 166A,1996,Participation Rate,Both,,0.42400
4817819,Wabasca 166A,2001,Participation Rate,Both,,0.46900
4817819,Wabasca 166A,2006,Participation Rate,Both,,0.67100
4817819,Wabasca 166A,2011,Participation Rate,Both,,0.64900
4817819,Wabasca 166A,2016,Participation Rate,Both,,0.51200
4817819,Wabasca 166A,2021,Participation Rate,Both,,0.57000
4817819,Wabasca 166A,1986,Unemployment Rate,Female,,0.25000
4817819,Wabasca 166A,1991,Unemployment Rate,Female,,0.00000
4817819,Wabasca 166A,1996,Unemployment Rate,Female,,0.00000
4817819,Wabasca 166A,2001,Unemployment Rate,Female,,0.14300
4817819,Wabasca 166A,2006,Unemployment Rate,Female,,0.34600
4817819,Wabasca 166A,2011,Unemployment Rate,Female,,0.25900
4817819,Wabasca 166A,2016,Unemployment Rate,Female,,0.23800
4817819,Wabasca 166A,2021,Unemployment Rate,Female,,0.11000
4817819,Wabasca 166A,1986,Unemployment Rate,Male,,0.22200
4817819,Wabasca 166A,1991,Unemployment Rate,Male,,0.40000
4817819,Wabasca 166A,1996,Unemployment Rate,Male,,0.25000
4817819,Wabasca 166A,2001,Unemployment Rate,Male,,0.23500
4817819,Wabasca 166A,2006,Unemployment Rate,Male,,0.33300
4817819,Wabasca 166A,2011,Unemployment Rate,Male,,0.25700
4817819,Wabasca 166A,2016,Unemployment Rate,Male,,0.36400
4817819,Wabasca 166A,2021,Unemployment Rate,Male,,0.50000
4817819,Wabasca 166A,1986,Unemployment Rate,Both,,0.14300
4817819,Wabasca 166A,1991,Unemployment Rate,Both,,0.22200
4817819,Wabasca 166A,1996,Unemployment Rate,Both,,0.24000
4817819,Wabasca 166A,2001,Unemployment Rate,Both,,0.16700
4817819,Wabasca 166A,2006,Unemployment Rate,Both,,0.32100
4817819,Wabasca 166A,2011,Unemployment Rate,Both,,0.26200
4817819,Wabasca 166A,2016,Unemployment Rate,Both,,0.30200
4817819,Wabasca 166A,2021,Unemployment Rate,Both,,0.28000
4817819,Wabasca 166A,1986,Employment Rate,Female,,0.15789
4817819,Wabasca 166A,1991,Employment Rate,Female,,0.13636
4817819,Wabasca 166A,1996,Employment Rate,Female,,0.27586
4817819,Wabasca 166A,2001,Employment Rate,Female,,0.36364
4817819,Wabasca 166A,2006,Employment Rate,Female,,0.42857
4817819,Wabasca 166A,2011,Employment Rate,Female,,0.43500
4817819,Wabasca 166A,2016,Employment Rate,Female,,0.35600
4817819,Wabasca 166A,2021,Employment Rate,Female,,0.56000
4817819,Wabasca 166A,1986,Employment Rate,Male,,0.36364
4817819,Wabasca 166A,1991,Employment Rate,Male,,0.13636
4817819,Wabasca 166A,1996,Employment Rate,Male,,0.37931
4817819,Wabasca 166A,2001,Employment Rate,Male,,0.41935
4817819,Wabasca 166A,2006,Employment Rate,Male,,0.48649
4817819,Wabasca 166A,2011,Employment Rate,Male,,0.53100
4817819,Wabasca 166A,2016,Employment Rate,Male,,0.35000
4817819,Wabasca 166A,2021,Employment Rate,Male,,0.23000
4817819,Wabasca 166A,1986,Employment Rate,Both,,0.26829
4817819,Wabasca 166A,1991,Employment Rate,Both,,0.15909
4817819,Wabasca 166A,1996,Employment Rate,Both,,0.33898
4817819,Wabasca 166A,2001,Employment Rate,Both,,0.39100
4817819,Wabasca 166A,2006,Employment Rate,Both,,0.44300
4817819,Wabasca 166A,2011,Employment Rate,Both,,0.47900
4817819,Wabasca 166A,2016,Employment Rate,Both,,0.34500
4817819,Wabasca 166A,2021,Employment Rate,Both,,0.41000
4817821,Wabasca 166B,1986,Participation Rate,Female,,0.50000
4817821,Wabasca 166B,1991,Participation Rate,Female,,0.00000
4817821,Wabasca 166B,1996,Participation Rate,Female,,0.00000
4817821,Wabasca 166B,2001,Participation Rate,Female,,0.42900
4817821,Wabasca 166B,2006,Participation Rate,Female,,0.50000
4817821,Wabasca 166B,2011,Participation Rate,Female,,0.50000
4817821,Wabasca 166B,2016,Participation Rate,Female,,0.27300
4817821,Wabasca 166B,2021,Participation Rate,Female,,0.60000
4817821,Wabasca 166B,1986,Participation Rate,Male,,0.33300
4817821,Wabasca 166B,1991,Participation Rate,Male,,0.00000
4817821,Wabasca 166B,1996,Participation Rate,Male,,0.50000
4817821,Wabasca 166B,2001,Participation Rate,Male,,0.37500
4817821,Wabasca 166B,2006,Participation Rate,Male,,0.60000
4817821,Wabasca 166B,2011,Participation Rate,Male,,0.58800
4817821,Wabasca 166B,2016,Participation Rate,Male,,0.35700
4817821,Wabasca 166B,2021,Participation Rate,Male,,0.78000
4817821,Wabasca 166B,1986,Participation Rate,Both,,0.20000
4817821,Wabasca 166B,1991,Participation Rate,Both,,0.40000
4817821,Wabasca 166B,1996,Participation Rate,Both,,0.50000
4817821,Wabasca 166B,2001,Participation Rate,Both,,0.40000
4817821,Wabasca 166B,2006,Participation Rate,Both,,0.54500
4817821,Wabasca 166B,2011,Participation Rate,Both,,0.56200
4817821,Wabasca 166B,2016,Participation Rate,Both,,0.32000
4817821,Wabasca 166B,2021,Participation Rate,Both,,0.71000
4817821,Wabasca 166B,1986,Unemployment Rate,Female,,0.00000
4817821,Wabasca 166B,1991,Unemployment Rate,Female,,0.00000
4817821,Wabasca 166B,1996,Unemployment Rate,Female,,0.00000
4817821,Wabasca 166B,2001,Unemployment Rate,Female,,0.00000
4817821,Wabasca 166B,2006,Unemployment Rate,Female,,0.00000
4817821,Wabasca 166B,2011,Unemployment Rate,Female,,0.50000
4817821,Wabasca 166B,2016,Unemployment Rate,Female,,0.00000
4817821,Wabasca 166B,2021,Unemployment Rate,Female,,0.67000
4817821,Wabasca 166B,1986,Unemployment Rate,Male,,0.00000
4817821,Wabasca 166B,1991,Unemployment Rate,Male,,0.00000
4817821,Wabasca 166B,1996,Unemployment Rate,Male,,1.00000
4817821,Wabasca 166B,2001,Unemployment Rate,Male,,0.00000
4817821,Wabasca 166B,2006,Unemployment Rate,Male,,0.33300
4817821,Wabasca 166B,2011,Unemployment Rate,Male,,0.30000
4817821,Wabasca 166B,2016,Unemployment Rate,Male,,0.40000
4817821,Wabasca 166B,2021,Unemployment Rate,Male,,0.86000
4817821,Wabasca 166B,1986,Unemployment Rate,Both,,0.00000
4817821,Wabasca 166B,1991,Unemployment Rate,Both,,0.00000
4817821,Wabasca 166B,1996,Unemployment Rate,Both,,0.66700
4817821,Wabasca 166B,2001,Unemployment Rate,Both,,0.00000
4817821,Wabasca 166B,2006,Unemployment Rate,Both,,0.33300
4817821,Wabasca 166B,2011,Unemployment Rate,Both,,0.38900
4817821,Wabasca 166B,2016,Unemployment Rate,Both,,0.25000
4817821,Wabasca 166B,2021,Unemployment Rate,Both,,0.80000
4817821,Wabasca 166B,1986,Employment Rate,Female,,0.00000
4817821,Wabasca 166B,1991,Employment Rate,Female,,0.66667
4817821,Wabasca 166B,1996,Employment Rate,Female,,0.66667
4817821,Wabasca 166B,2001,Employment Rate,Female,,0.28571
4817821,Wabasca 166B,2006,Employment Rate,Female,,0.33333
4817821,Wabasca 166B,2011,Employment Rate,Female,,0.31200
4817821,Wabasca 166B,2016,Employment Rate,Female,,0.18200
4817821,Wabasca 166B,2021,Employment Rate,Female,,0.00000
4817821,Wabasca 166B,1986,Employment Rate,Male,,0.33333
4817821,Wabasca 166B,1991,Employment Rate,Male,,0.66667
4817821,Wabasca 166B,1996,Employment Rate,Male,,0.00000
4817821,Wabasca 166B,2001,Employment Rate,Male,,0.37500
4817821,Wabasca 166B,2006,Employment Rate,Male,,0.50000
4817821,Wabasca 166B,2011,Employment Rate,Male,,0.41200
4817821,Wabasca 166B,2016,Employment Rate,Male,,0.35700
4817821,Wabasca 166B,2021,Employment Rate,Male,,0.00000
4817821,Wabasca 166B,1986,Employment Rate,Both,,0.20000
4817821,Wabasca 166B,1991,Employment Rate,Both,,0.00000
4817821,Wabasca 166B,1996,Employment Rate,Both,,0.33333
4817821,Wabasca 166B,2001,Employment Rate,Both,,0.33300
4817821,Wabasca 166B,2006,Employment Rate,Both,,0.36400
4817821,Wabasca 166B,2011,Employment Rate,Both,,0.37500
4817821,Wabasca 166B,2016,Employment Rate,Both,,0.28000
4817821,Wabasca 166B,2021,Employment Rate,Both,,0.14000
4817822,Wabasca 166C,1986,Participation Rate,Female,,0.20000
4817822,Wabasca 166C,1991,Participation Rate,Female,,0.40000
4817822,Wabasca 166C,1996,Participation Rate,Female,,0.30000
4817822,Wabasca 166C,2001,Participation Rate,Female,,0.36400
4817822,Wabasca 166C,2006,Participation Rate,Female,,0.40000
4817822,Wabasca 166C,2011,Participation Rate,Female,,0.33300
4817822,Wabasca 166C,2016,Participation Rate,Female,,0.23100
4817822,Wabasca 166C,2021,Participation Rate,Female,,0.60000
